COD_CLIENTE;COD_PEDIDO;CODIGO_PRODUTO;DEPTO;QUANTIDADE;VALOR_UNITARIO;QTD_PARCELAS;DT_PEDIDO;MEIO_PAGTO;STATUS_PAGAMENTO
91812;8965;0;AUDIO;4;16.45;7;01/12/2019;CC;CANCELADO
91812;8965;0;INFORMATICA;4;0.00;14;01/12/2019;CC;CANCELADO
91812;8965;0;UTILIDADES;4;157.80;8;01/12/2019;CC;CANCELADO
91812;8965;0;UTILIDADES;4;850.00;3;01/12/2019;CC;CANCELADO
91814;8966;0;AUDIO;4;1779.00;3;16/12/2019;CC;CANCELADO
91814;8966;0;AUDIO;4;177.90;3;16/12/2019;CC;CANCELADO
91814;8966;0;INFORMATICA;4;40.00;1;16/12/2019;CC;CANCELADO
91814;8966;0;INFORMATICA;4;7.05;3;16/12/2019;CC;CANCELADO
91814;8967;0;INFORMATICA;4;40.00;1;19/12/2019;CC;CANCELADO
91814;8967;0;INFORMATICA;4;2372.00;1;19/12/2019;CC;CANCELADO
91814;8967;0;INFORMATICA;4;237.20;4;19/12/2019;CC;CANCELADO
91814;8967;0;BRINQUEDOS;4;9.40;4;19/12/2019;CC;CANCELADO
91504;8968;0;AUDIO;4;40.00;1;19/12/2019;CC;CANCELADO
91504;8968;0;AUDIO;4;11992.00;1;19/12/2019;CC;CANCELADO
91504;8968;0;INFORMATICA;4;1271.20;9;19/12/2019;CC;CANCELADO
91504;8968;0;BELEZA;4;18.80;8;19/12/2019;CC;CANCELADO
91504;8968;0;BELEZA;4;720.00;1;19/12/2019;CC;CANCELADO
91504;8968;0;UTILIDADES;4;23.80;3;19/12/2019;CC;CANCELADO
91504;8968;0;UTILIDADES;4;238.00;3;19/12/2019;CC;CANCELADO
91826;8969;0;AUDIO;4;248.98;4;05/07/2019;CC;CANCELADO
91826;8969;0;INFORMATICA;4;1.60;1;05/07/2019;CC;CANCELADO
91826;8969;0;INFORMATICA;4;16.00;1;05/07/2019;CC;CANCELADO
91826;8969;0;INFORMATICA;4;2489.76;4;05/07/2019;CC;CANCELADO
91828;8970;0;AUDIO;4;8.00;1;31/05/2019;CC;CANCELADO
91828;8970;0;AUDIO;4;18.00;2;31/05/2019;CC;CANCELADO
91828;8970;0;AUDIO;4;94.75;4;31/05/2019;CC;CANCELADO
91828;8970;0;INFORMATICA;4;399.50;1;31/05/2019;CC;CANCELADO
91828;8970;0;BELEZA;4;548.00;1;31/05/2019;CC;CANCELADO
91828;8970;0;ACESSORIOS;4;172.00;1;31/05/2019;CC;CANCELADO
91828;8970;0;UTILIDADES;4;2313.00;1;31/05/2019;CC;CANCELADO
91828;8970;0;UTILIDADES;4;231.30;1;31/05/2019;CC;CANCELADO
82752;8972;0;AUDIO;4;38.00;1;04/05/2019;CC;CANCELADO
82752;8972;0;INFORMATICA;4;12.60;2;04/05/2019;CC;CANCELADO
82752;8972;0;INFORMATICA;4;1228.00;1;04/05/2019;CC;CANCELADO
82752;8972;0;INFORMATICA;4;122.80;1;04/05/2019;CC;CANCELADO
82752;8972;0;ELETRO;4;88.00;1;04/05/2019;CC;CANCELADO
91834;8973;0;INFORMATICA;4;1228.00;1;04/05/2019;CC;CANCELADO
91834;8973;0;INFORMATICA;4;122.80;1;04/05/2019;CC;CANCELADO
91836;8974;0;AUDIO;4;364.77;1;11/06/2019;CC;CANCELADO
91836;8974;0;INFORMATICA;4;32.00;1;11/06/2019;CC;CANCELADO
91836;8974;0;INFORMATICA;4;320.00;1;11/06/2019;CC;CANCELADO
91836;8974;0;MODA;4;36.48;1;11/06/2019;CC;CANCELADO
91838;8975;0;INFORMATICA;4;1037.00;2;30/04/2019;CC;CANCELADO
91838;8975;0;AUDIO;4;4.20;1;30/04/2019;CC;CANCELADO
91838;8975;0;AUDIO;4;42.00;1;30/04/2019;CC;CANCELADO
91838;8975;0;INFORMATICA;4;215.00;1;30/04/2019;CC;CANCELADO
91838;8975;0;INFORMATICA;4;1045.00;1;30/04/2019;CC;CANCELADO
91838;8975;0;INFORMATICA;4;199.00;1;30/04/2019;CC;CANCELADO
91838;8975;0;INFORMATICA;4;124.40;2;30/04/2019;CC;CANCELADO
91838;8975;0;INFORMATICA;4;103.70;2;30/04/2019;CC;CANCELADO
91838;8975;0;DECORACAO;4;125.20;3;30/04/2019;CC;CANCELADO
91840;8976;0;INFORMATICA;4;477.00;1;30/04/2019;CC;CANCELADO
91840;8976;0;INFORMATICA;4;69.20;2;30/04/2019;CC;CANCELADO
91840;8976;0;INFORMATICA;4;47.70;1;30/04/2019;CC;CANCELADO
91840;8976;0;ACESSORIOS;4;4.20;1;30/04/2019;CC;CANCELADO
91840;8976;0;ACESSORIOS;4;42.00;1;30/04/2019;CC;CANCELADO
91840;8976;0;UTILIDADES;4;215.00;1;30/04/2019;CC;CANCELADO
91840;8976;0;UTILIDADES;4;19.90;1;30/04/2019;CC;CANCELADO
91840;8976;0;UTILIDADES;4;199.00;1;30/04/2019;CC;CANCELADO
91846;8979;0;AUDIO;4;2.60;1;14/06/2019;CC;CANCELADO
91846;8979;0;AUDIO;4;26.00;1;14/06/2019;CC;CANCELADO
91846;8979;0;AUDIO;4;2018.00;2;14/06/2019;CC;CANCELADO
91846;8979;0;AUDIO;4;8.00;1;14/06/2019;CC;CANCELADO
91846;8979;0;INFORMATICA;4;50.00;1;14/06/2019;CC;CANCELADO
91846;8979;0;INFORMATICA;4;85.00;1;14/06/2019;CC;CANCELADO
91846;8979;0;ACESSORIOS;4;210.30;3;14/06/2019;CC;CANCELADO
91848;8980;0;AUDIO;4;1.00;1;01/05/2019;CC;CANCELADO
91848;8980;0;AUDIO;4;10.00;1;01/05/2019;CC;CANCELADO
91848;8980;0;UTILIDADES;4;896.00;2;01/05/2019;CC;CANCELADO
91848;8980;0;UTILIDADES;4;89.60;2;01/05/2019;CC;CANCELADO
91849;8981;0;AUDIO;4;56.00;2;12/06/2019;CC;CANCELADO
91849;8981;0;AUDIO;4;1917.00;4;12/06/2019;CC;CANCELADO
91849;8981;0;AUDIO;4;191.70;3;12/06/2019;CC;CANCELADO
91849;8981;0;AUDIO;4;20.50;7;12/06/2019;CC;CANCELADO
91849;8981;0;BELEZA;4;149.00;5;12/06/2019;CC;CANCELADO
91851;8982;0;AUDIO;4;3650.00;2;16/08/2019;CC;CANCELADO
91851;8982;0;AUDIO;4;365.00;2;16/08/2019;CC;CANCELADO
91851;8982;0;AUDIO;4;68.70;5;16/08/2019;CC;CANCELADO
91851;8982;0;INFORMATICA;4;655.00;3;16/08/2019;CC;CANCELADO
91851;8982;0;INFORMATICA;4;32.00;2;16/08/2019;CC;CANCELADO
91853;8983;0;TELEFONIA;4;220.00;1;29/06/2019;CC;CANCELADO
91853;8983;0;TELEFONIA;4;3442.00;2;29/06/2019;CC;CANCELADO
91853;8983;0;AUDIO;4;26.00;3;29/06/2019;CC;CANCELADO
91853;8983;0;INFORMATICA;4;1315.00;1;29/06/2019;CC;CANCELADO
91853;8983;0;INFORMATICA;4;131.50;1;29/06/2019;CC;CANCELADO
91853;8983;0;INFORMATICA;4;40.00;2;29/06/2019;CC;CANCELADO
91853;8983;0;INFORMATICA;4;198.40;1;29/06/2019;CC;CANCELADO
91853;8983;0;INFORMATICA;4;97.20;3;29/06/2019;CC;CANCELADO
91853;8983;0;INFORMATICA;4;972.00;3;29/06/2019;CC;CANCELADO
91853;8983;0;UTILIDADES;4;364.04;3;29/06/2019;CC;CANCELADO
91860;8985;0;INFORMATICA;4;0.00;4;04/05/2019;CC;CANCELADO
91860;8985;0;INFORMATICA;4;1228.00;1;04/05/2019;CC;CANCELADO
91860;8985;0;INFORMATICA;4;122.80;1;04/05/2019;CC;CANCELADO
91862;8986;0;AUDIO;4;3302.52;5;11/06/2019;CC;CANCELADO
91862;8986;0;UTILIDADES;4;330.25;5;11/06/2019;CC;CANCELADO
60699;8990;0;AUDIO;4;31.30;1;30/04/2019;CC;CANCELADO
60699;8990;0;AUDIO;4;313.00;1;30/04/2019;CC;CANCELADO
60699;8990;0;INFORMATICA;4;19.84;1;30/04/2019;CC;CANCELADO
60699;8990;0;INFORMATICA;4;198.40;1;30/04/2019;CC;CANCELADO
60699;8990;0;MODA;4;16.80;1;30/04/2019;CC;CANCELADO
60699;8990;0;MODA;4;168.00;1;30/04/2019;CC;CANCELADO
91876;8991;0;AUDIO;4;23.80;2;18/09/2019;CC;CANCELADO
91876;8991;0;AUDIO;4;238.00;2;18/09/2019;CC;CANCELADO
91876;8991;0;AUDIO;4;215.00;1;18/09/2019;CC;CANCELADO
91876;8991;0;INFORMATICA;4;1728.48;4;18/09/2019;CC;CANCELADO
91876;8991;0;BELEZA;4;194.36;5;18/09/2019;CC;CANCELADO
91878;8992;0;INFORMATICA;4;2713.00;4;20/07/2019;CC;CANCELADO
91878;8992;0;INFORMATICA;4;271.30;4;20/07/2019;CC;CANCELADO
91880;8993;0;AUDIO;4;9467.00;4;20/07/2019;CC;CANCELADO
91880;8993;0;AUDIO;4;946.70;8;20/07/2019;CC;CANCELADO
91880;8993;0;AUDIO;4;2522.00;6;20/07/2019;CC;CANCELADO
91880;8993;0;INFORMATICA;4;64.00;3;20/07/2019;CC;CANCELADO
91880;8993;0;INFORMATICA;4;258.60;9;20/07/2019;CC;CANCELADO
63833;8994;0;TELEFONIA;4;1070.00;2;24/05/2019;CC;CANCELADO
63833;8994;0;TELEFONIA;4;107.00;2;24/05/2019;CC;CANCELADO
63833;8994;0;UTILIDADES;4;19.00;3;24/05/2019;CC;CANCELADO
63833;8994;0;UTILIDADES;4;190.00;3;24/05/2019;CC;CANCELADO
91887;8996;0;ACESSORIOS;4;1194.30;3;11/09/2019;CC;CANCELADO
91887;8996;0;ACESSORIOS;4;119.43;3;11/09/2019;CC;CANCELADO
91889;8997;0;TELEFONIA;4;365.70;9;18/09/2019;CC;CANCELADO
91889;8997;0;INFORMATICA;4;88.80;10;18/09/2019;CC;CANCELADO
91889;8997;0;INFORMATICA;4;120.00;4;18/09/2019;CC;CANCELADO
91889;8997;0;MODA;4;215.00;1;18/09/2019;CC;CANCELADO
91889;8997;0;ACESSORIOS;4;768.00;6;18/09/2019;CC;CANCELADO
91889;8997;0;LIVROS;4;3441.98;4;18/09/2019;CC;CANCELADO
91891;8998;0;INFORMATICA;4;176.49;3;14/07/2019;CC;CANCELADO
91891;8998;0;INFORMATICA;4;1764.84;3;14/07/2019;CC;CANCELADO
91893;8999;0;AUDIO;4;1116.66;2;12/06/2019;CC;CANCELADO
91893;8999;0;AUDIO;4;111.66;2;12/06/2019;CC;CANCELADO
96930;9000;0;AUDIO;3;296.00;1;03/06/2019;A VISTA;CANCELADO
96930;9000;0;INFORMATICA;3;3362.00;6;03/06/2019;A VISTA;CANCELADO
96930;9000;0;INFORMATICA;3;336.20;6;03/06/2019;A VISTA;CANCELADO
96930;9000;0;INFORMATICA;3;46.70;3;03/06/2019;A VISTA;CANCELADO
96930;9000;0;ACESSORIOS;3;171.00;2;03/06/2019;A VISTA;CANCELADO
91904;9004;0;TELEFONIA;4;3.20;1;30/04/2019;CC;CANCELADO
91904;9004;0;TELEFONIA;4;32.00;1;30/04/2019;CC;CANCELADO
91904;9004;0;INFORMATICA;4;762.00;1;30/04/2019;CC;CANCELADO
91904;9004;0;INFORMATICA;4;76.20;1;30/04/2019;CC;CANCELADO
91908;9005;0;TELEFONIA;4;25.00;1;02/06/2019;CC;CANCELADO
91908;9005;0;INFORMATICA;4;268.00;1;02/06/2019;CC;CANCELADO
91908;9005;0;INFORMATICA;4;26.80;1;02/06/2019;CC;CANCELADO
91910;9006;0;INFORMATICA;4;32.00;1;11/06/2019;CC;CANCELADO
91910;9006;0;BELEZA;4;5247.71;4;11/06/2019;CC;CANCELADO
91910;9006;0;ACESSORIOS;4;524.77;4;11/06/2019;CC;CANCELADO
91910;9006;0;ACESSORIOS;4;36.50;2;11/06/2019;CC;CANCELADO
91910;9006;0;UTILIDADES;4;333.00;1;11/06/2019;CC;CANCELADO
91912;9007;0;AUDIO;4;146.00;2;22/06/2019;CC;CANCELADO
91912;9007;0;INFORMATICA;4;24.00;1;22/06/2019;CC;CANCELADO
91912;9007;0;INFORMATICA;4;1127.26;2;22/06/2019;CC;CANCELADO
91912;9007;0;MODA;4;112.72;2;22/06/2019;CC;CANCELADO
91912;9007;0;ELETRO;4;28.30;4;22/06/2019;CC;CANCELADO
91912;9007;0;SOM;4;113.00;1;22/06/2019;CC;CANCELADO
91913;9008;0;TELEFONIA;4;778.56;2;28/05/2019;CC;CANCELADO
91913;9008;0;INFORMATICA;4;21.50;4;28/05/2019;CC;CANCELADO
91913;9008;0;INFORMATICA;4;7.10;1;28/05/2019;CC;CANCELADO
91913;9008;0;INFORMATICA;4;71.00;1;28/05/2019;CC;CANCELADO
91913;9008;0;INFORMATICA;4;77.86;2;28/05/2019;CC;CANCELADO
91913;9008;0;INFORMATICA;4;40.00;1;28/05/2019;CC;CANCELADO
91913;9008;0;INFORMATICA;4;175.00;3;28/05/2019;CC;CANCELADO
91913;9008;0;INFORMATICA;4;139.66;4;28/05/2019;CC;CANCELADO
91913;9008;0;INFORMATICA;4;1396.48;4;28/05/2019;CC;CANCELADO
91915;9009;0;AUDIO;4;99.00;2;24/07/2019;CC;CANCELADO
91915;9009;0;INFORMATICA;4;180.00;1;24/07/2019;CC;CANCELADO
91915;9009;0;INFORMATICA;4;282.00;1;24/07/2019;CC;CANCELADO
91915;9009;0;INFORMATICA;4;16.00;2;24/07/2019;CC;CANCELADO
91915;9009;0;INFORMATICA;4;39.70;5;24/07/2019;CC;CANCELADO
91915;9009;0;MODA;4;1770.00;4;24/07/2019;CC;CANCELADO
91915;9009;0;MODA;4;177.00;4;24/07/2019;CC;CANCELADO
91993;9010;0;INFORMATICA;4;448.00;1;30/04/2019;CC;CANCELADO
91993;9010;0;INFORMATICA;4;44.80;1;30/04/2019;CC;CANCELADO
91993;9010;0;INFORMATICA;4;60.90;1;30/04/2019;CC;CANCELADO
91993;9010;0;INFORMATICA;4;609.00;1;30/04/2019;CC;CANCELADO
91919;9011;0;MODA;4;448.00;2;30/04/2019;CC;CANCELADO
91919;9011;0;MODA;4;44.80;2;30/04/2019;CC;CANCELADO
91922;9012;0;AUDIO;4;3.60;1;14/09/2019;CC;CANCELADO
91922;9012;0;AUDIO;4;36.00;1;14/09/2019;CC;CANCELADO
91922;9012;0;INFORMATICA;4;636.36;2;14/09/2019;CC;CANCELADO
91922;9012;0;MODA;4;63.64;2;14/09/2019;CC;CANCELADO
91924;9013;0;TELEFONIA;4;9.40;4;16/12/2019;CC;CANCELADO
91924;9013;0;INFORMATICA;4;2144.00;4;16/12/2019;CC;CANCELADO
91924;9013;0;INFORMATICA;4;214.40;4;16/12/2019;CC;CANCELADO
91924;9013;0;INFORMATICA;4;160.00;4;16/12/2019;CC;CANCELADO
91924;9013;0;INFORMATICA;4;4.10;1;16/12/2019;CC;CANCELADO
91924;9013;0;INFORMATICA;4;41.00;1;16/12/2019;CC;CANCELADO
91928;9014;0;TELEFONIA;4;1080.00;3;24/05/2019;CC;CANCELADO
91928;9014;0;AUDIO;4;48.00;2;24/05/2019;CC;CANCELADO
91928;9014;0;INFORMATICA;4;511.00;4;24/05/2019;CC;CANCELADO
91928;9014;0;INFORMATICA;4;163.90;9;24/05/2019;CC;CANCELADO
91928;9014;0;MODA;4;3968.00;2;24/05/2019;CC;CANCELADO
91928;9014;0;MODA;4;396.80;2;24/05/2019;CC;CANCELADO
87248;9015;0;INFORMATICA;4;356.40;0;29/04/2019;CC;CANCELADO
87248;9015;0;INFORMATICA;4;35.64;1;29/04/2019;CC;CANCELADO
91933;9017;0;INFORMATICA;4;10.61;1;11/05/2019;CC;CANCELADO
91933;9017;0;ACESSORIOS;4;36.07;1;11/05/2019;CC;CANCELADO
91933;9017;0;LIVROS;4;360.74;1;11/05/2019;CC;CANCELADO
91935;9018;0;AUDIO;4;40.00;2;31/05/2019;CC;CANCELADO
91935;9018;0;INFORMATICA;4;481.50;1;31/05/2019;CC;CANCELADO
91935;9018;0;INFORMATICA;4;48.15;1;31/05/2019;CC;CANCELADO
91935;9018;0;UTILIDADES;4;649.80;1;31/05/2019;CC;CANCELADO
91935;9018;0;UTILIDADES;4;64.98;1;31/05/2019;CC;CANCELADO
92020;9019;0;INFORMATICA;4;1652.50;2;03/05/2019;CC;CANCELADO
92020;9019;0;INFORMATICA;4;169.95;1;03/05/2019;CC;CANCELADO
91945;9020;0;ELETRO;4;2791.00;4;25/05/2019;CC;CANCELADO
91945;9020;0;ELETRO;4;279.10;1;25/05/2019;CC;CANCELADO
91953;9021;0;INFORMATICA;4;435.00;1;01/05/2019;CC;CANCELADO
91953;9021;0;INFORMATICA;4;45.85;1;01/05/2019;CC;CANCELADO
91959;9022;0;INFORMATICA;4;372.20;1;22/07/2019;CC;CANCELADO
91959;9022;0;ACESSORIOS;4;3628.00;4;22/07/2019;CC;CANCELADO
91958;9023;0;INFORMATICA;4;4292.00;2;20/09/2019;CC;CANCELADO
91958;9023;0;INFORMATICA;4;429.20;1;20/09/2019;CC;CANCELADO
91595;9024;0;INFORMATICA;4;4118.00;2;05/07/2019;CC;CANCELADO
91595;9024;0;INFORMATICA;4;411.80;1;05/07/2019;CC;CANCELADO
135327;9025;0;INFORMATICA;7;336.75;1;06/05/2019;BOLETO;CANCELADO
135327;9025;0;INFORMATICA;7;3297.00;3;06/05/2019;BOLETO;CANCELADO
135327;9026;0;INFORMATICA;7;3297.00;3;06/05/2019;BOLETO;CANCELADO
135327;9026;0;UTILIDADES;7;336.75;1;06/05/2019;BOLETO;CANCELADO
91976;9027;0;AUDIO;4;431.00;1;16/06/2019;CC;CANCELADO
91976;9027;0;AUDIO;4;43.10;1;16/06/2019;CC;CANCELADO
91980;9028;0;INFORMATICA;4;973.00;1;04/05/2019;CC;CANCELADO
91980;9028;0;INFORMATICA;4;99.65;1;04/05/2019;CC;CANCELADO
91995;9029;0;INFORMATICA;4;324.00;1;30/04/2019;CC;CANCELADO
91995;9029;0;INFORMATICA;4;32.40;1;30/04/2019;CC;CANCELADO
91995;9029;0;INFORMATICA;4;40.00;1;30/04/2019;CC;CANCELADO
91995;9029;0;ACESSORIOS;4;48.40;2;30/04/2019;CC;CANCELADO
91995;9029;0;ACESSORIOS;4;484.00;2;30/04/2019;CC;CANCELADO
91996;9030;0;AUDIO;4;1163.00;2;02/05/2019;CC;CANCELADO
91996;9030;0;AUDIO;4;116.30;2;02/05/2019;CC;CANCELADO
91996;9030;0;INFORMATICA;4;15.00;1;02/05/2019;CC;CANCELADO
91996;9030;0;BELEZA;4;489.00;3;02/05/2019;CC;CANCELADO
91996;9030;0;UTILIDADES;4;50.40;4;02/05/2019;CC;CANCELADO
91998;9031;0;BELEZA;4;588.28;2;31/05/2019;CC;CANCELADO
91998;9031;0;ACESSORIOS;4;58.83;2;31/05/2019;CC;CANCELADO
91998;9031;0;INFORMATICA;4;32.00;1;31/05/2019;CC;CANCELADO
91998;9031;0;INFORMATICA;4;84.00;1;31/05/2019;CC;CANCELADO
91998;9031;0;LIVROS;4;11.60;2;31/05/2019;CC;CANCELADO
92000;9032;0;INFORMATICA;4;32.52;1;01/05/2019;CC;CANCELADO
92000;9032;0;BELEZA;4;325.22;1;01/05/2019;CC;CANCELADO
92002;9033;0;AUDIO;4;94.90;4;19/06/2019;CC;CANCELADO
92002;9033;0;AUDIO;4;291.00;1;19/06/2019;CC;CANCELADO
92002;9033;0;INFORMATICA;4;9708.00;4;19/06/2019;CC;CANCELADO
92002;9033;0;INFORMATICA;4;40.00;1;19/06/2019;CC;CANCELADO
92002;9033;0;INFORMATICA;4;974.80;5;19/06/2019;CC;CANCELADO
92002;9033;0;BELEZA;4;634.00;1;19/06/2019;CC;CANCELADO
92002;9033;0;ACESSORIOS;4;270.00;1;19/06/2019;CC;CANCELADO
92002;9033;0;UTILIDADES;4;24.00;2;19/06/2019;CC;CANCELADO
92006;9034;0;AUDIO;4;525.49;4;07/12/2019;CC;CANCELADO
92006;9034;0;INFORMATICA;4;273.00;1;07/12/2019;CC;CANCELADO
92006;9034;0;MODA;4;9.40;4;07/12/2019;CC;CANCELADO
92006;9034;0;BELEZA;4;332.00;2;07/12/2019;CC;CANCELADO
92006;9034;0;ACESSORIOS;4;60.50;3;07/12/2019;CC;CANCELADO
92006;9034;0;ELETRO;4;5254.85;4;07/12/2019;CC;CANCELADO
92011;9036;0;AUDIO;4;1161.12;3;27/05/2019;CC;CANCELADO
92011;9036;0;INFORMATICA;4;25.70;2;27/05/2019;CC;CANCELADO
92011;9036;0;INFORMATICA;4;257.00;2;27/05/2019;CC;CANCELADO
92011;9036;0;INFORMATICA;4;116.10;3;27/05/2019;CC;CANCELADO
92013;9037;0;INFORMATICA;4;14.80;2;10/12/2019;CC;CANCELADO
92013;9037;0;INFORMATICA;4;148.00;2;10/12/2019;CC;CANCELADO
92013;9037;0;BELEZA;4;4.70;2;10/12/2019;CC;CANCELADO
92013;9037;0;BELEZA;4;711.20;2;10/12/2019;CC;CANCELADO
92013;9037;0;BELEZA;4;71.12;2;10/12/2019;CC;CANCELADO
92016;9038;0;ACESSORIOS;4;2.80;1;30/04/2019;CC;CANCELADO
92016;9038;0;ACESSORIOS;4;28.00;1;30/04/2019;CC;CANCELADO
92016;9038;0;ACESSORIOS;4;96.00;1;30/04/2019;CC;CANCELADO
92016;9038;0;ACESSORIOS;4;625.50;1;30/04/2019;CC;CANCELADO
92016;9038;0;ACESSORIOS;4;62.55;1;30/04/2019;CC;CANCELADO
92020;9040;0;MODA;4;1450.00;4;21/07/2019;CC;CANCELADO
92020;9040;0;MODA;4;145.00;4;21/07/2019;CC;CANCELADO
92020;9040;0;MODA;4;0.80;1;21/07/2019;CC;CANCELADO
92020;9040;0;MODA;4;8.00;1;21/07/2019;CC;CANCELADO
92022;9041;0;AUDIO;4;10.40;1;05/07/2019;CC;CANCELADO
92022;9041;0;AUDIO;4;104.00;1;05/07/2019;CC;CANCELADO
92022;9041;0;INFORMATICA;4;3356.00;2;05/07/2019;CC;CANCELADO
92022;9041;0;INFORMATICA;4;335.60;2;05/07/2019;CC;CANCELADO
92024;9042;0;MODA;4;367.50;1;27/10/2019;CC;CANCELADO
92024;9042;0;AUDIO;4;-861.81;0;27/10/2019;CC;CANCELADO
92024;9042;0;INFORMATICA;4;183.74;5;27/10/2019;CC;CANCELADO
92024;9042;0;MODA;4;-86.18;2;27/10/2019;CC;CANCELADO
92024;9042;0;ACESSORIOS;4;7.05;1;27/10/2019;CC;CANCELADO
92024;9042;0;ACESSORIOS;4;1837.47;3;27/10/2019;CC;CANCELADO
92034;9047;0;AUDIO;4;4620.00;3;07/11/2019;CC;CANCELADO
92034;9047;0;AUDIO;4;14.10;6;07/11/2019;CC;CANCELADO
92034;9047;0;INFORMATICA;4;130.00;1;07/11/2019;CC;CANCELADO
92034;9047;0;INFORMATICA;4;36.60;4;07/11/2019;CC;CANCELADO
92034;9047;0;DECORACAO;4;216.00;3;07/11/2019;CC;CANCELADO
92034;9047;0;ACESSORIOS;4;475.00;7;07/11/2019;CC;CANCELADO
92034;9047;0;LIVROS;4;150.00;1;07/11/2019;CC;CANCELADO
92039;9048;0;BRINQUEDOS;4;448.00;1;30/04/2019;CC;CANCELADO
92039;9048;0;BRINQUEDOS;4;44.80;1;30/04/2019;CC;CANCELADO
92042;9049;0;AUDIO;4;963.00;1;30/04/2019;CC;CANCELADO
92042;9049;0;AUDIO;4;96.30;1;30/04/2019;CC;CANCELADO
92042;9049;0;ACESSORIOS;4;99.90;3;30/04/2019;CC;CANCELADO
92042;9049;0;ACESSORIOS;4;999.00;3;30/04/2019;CC;CANCELADO
92042;9049;0;SOM;4;40.00;1;30/04/2019;CC;CANCELADO
105331;9050;0;TELEFONIA;3;2526.00;3;02/05/2019;DINHEIRO;CANCELADO
105331;9050;0;TELEFONIA;3;252.60;3;02/05/2019;DINHEIRO;CANCELADO
105331;9050;0;AUDIO;3;76.30;4;02/05/2019;DINHEIRO;CANCELADO
105331;9050;0;INFORMATICA;3;119.00;2;02/05/2019;DINHEIRO;CANCELADO
105331;9050;0;INFORMATICA;3;56.00;1;02/05/2019;DINHEIRO;CANCELADO
105331;9050;0;ACESSORIOS;3;588.00;1;02/05/2019;DINHEIRO;CANCELADO
92047;9051;0;ACESSORIOS;4;608.00;2;30/04/2019;CC;CANCELADO
92047;9051;0;ACESSORIOS;4;60.80;2;30/04/2019;CC;CANCELADO
92047;9051;0;BELEZA;4;22.20;1;30/04/2019;CC;CANCELADO
92047;9051;0;BELEZA;4;222.00;1;30/04/2019;CC;CANCELADO
92049;9052;0;AUDIO;4;44.70;1;17/05/2019;CC;CANCELADO
92049;9052;0;AUDIO;4;447.00;1;17/05/2019;CC;CANCELADO
92049;9052;0;INFORMATICA;4;3402.28;4;17/05/2019;CC;CANCELADO
92049;9052;0;LIVROS;4;340.22;4;17/05/2019;CC;CANCELADO
92051;9053;0;INFORMATICA;4;120.00;3;14/11/2019;CC;CANCELADO
92051;9053;0;INFORMATICA;4;7.05;3;14/11/2019;CC;CANCELADO
92051;9053;0;INFORMATICA;4;4419.00;3;14/11/2019;CC;CANCELADO
92051;9053;0;INFORMATICA;4;441.90;3;14/11/2019;CC;CANCELADO
92051;9053;0;INFORMATICA;4;19.80;2;14/11/2019;CC;CANCELADO
92051;9053;0;INFORMATICA;4;198.00;2;14/11/2019;CC;CANCELADO
92053;9054;0;TELEFONIA;4;7.05;3;14/11/2019;CC;CANCELADO
92053;9054;0;AUDIO;4;448.40;4;14/11/2019;CC;CANCELADO
92053;9054;0;AUDIO;4;27.70;4;14/11/2019;CC;CANCELADO
92053;9054;0;AUDIO;4;277.00;4;14/11/2019;CC;CANCELADO
92053;9054;0;INFORMATICA;4;65.00;1;14/11/2019;CC;CANCELADO
92053;9054;0;BELEZA;4;4419.00;3;14/11/2019;CC;CANCELADO
92055;9055;0;AUDIO;4;12.20;1;16/05/2019;CC;CANCELADO
92055;9055;0;AUDIO;4;122.00;1;16/05/2019;CC;CANCELADO
92055;9055;0;BELEZA;4;477.00;1;16/05/2019;CC;CANCELADO
92055;9055;0;BELEZA;4;47.70;1;16/05/2019;CC;CANCELADO
91595;9056;0;AUDIO;4;4408.00;1;06/07/2019;CC;CANCELADO
91595;9056;0;AUDIO;4;440.80;2;06/07/2019;CC;CANCELADO
91595;9056;0;BELEZA;4;28.30;2;06/07/2019;CC;CANCELADO
91595;9056;0;BELEZA;4;283.00;2;06/07/2019;CC;CANCELADO
92059;9057;0;INFORMATICA;4;13.80;3;20/05/2019;CC;CANCELADO
92059;9057;0;INFORMATICA;4;138.00;3;20/05/2019;CC;CANCELADO
92059;9057;0;ACESSORIOS;4;1716.00;4;20/05/2019;CC;CANCELADO
92059;9057;0;ACESSORIOS;4;171.60;4;20/05/2019;CC;CANCELADO
92068;9061;0;TELEFONIA;4;1257.00;2;06/05/2019;CC;CANCELADO
92068;9061;0;TELEFONIA;4;125.70;3;06/05/2019;CC;CANCELADO
92068;9061;0;AUDIO;4;686.00;2;06/05/2019;CC;CANCELADO
92068;9061;0;MODA;4;26.00;3;06/05/2019;CC;CANCELADO
92068;9061;0;UTILIDADES;4;71.20;5;06/05/2019;CC;CANCELADO
92070;9062;0;AUDIO;4;417.00;1;30/04/2019;CC;CANCELADO
92070;9062;0;AUDIO;4;41.70;1;30/04/2019;CC;CANCELADO
92072;9063;0;AUDIO;4;50.00;1;14/05/2019;CC;CANCELADO
92072;9063;0;INFORMATICA;4;60.04;3;14/05/2019;CC;CANCELADO
92072;9063;0;INFORMATICA;4;515.44;2;14/05/2019;CC;CANCELADO
92072;9063;0;DECORACAO;4;2.40;2;14/05/2019;CC;CANCELADO
